,clust,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Total Claim Amount
7228,0,39310,61,5,89,0,3,93.181865
7229,0,27229,99,20,9,0,2,475.2
7230,0,41418,112,17,80,0,2,537.6
7231,2,67840,112,34,56,0,5,83.240006
7232,2,0,80,24,20,0,7,871.055266
7233,0,23091,96,28,90,5,5,460.8
7234,0,69468,67,2,3,0,3,302.733593
7235,2,74143,114,1,61,0,6,547.2
7236,0,65165,126,14,18,1,1,604.8
7237,0,50537,165,10,35,0,1,60.005031
7238,2,72608,82,26,19,3,8,393.6
7239,0,26312,110,29,19,1,2,565.837664
7240,0,56900,68,11,34,0,1,304.115627
7241,0,60707,70,2,24,0,1,327.061103
7242,0,67276,61,7,74,0,2,181.804443
7243,2,30865,104,33,31,0,7,21.261834
7244,0,79487,114,20,87,0,1,547.2
7245,0,0,84,18,25,1,4,481.025786
7246,0,0,62,18,75,0,3,135.851316
7247,0,41098,96,3,15,0,2,250.058657
7248,2,89158,67,34,71,0,6,272.195232
7249,0,99612,70,14,20,0,1,336.0
7250,1,0,194,22,79,0,1,2306.508397
7251,0,94885,86,18,10,3,1,170.532133
7252,2,78352,74,33,3,0,7,152.365482
7253,0,43460,63,4,18,0,3,302.4
7254,0,46587,119,34,74,2,2,571.2
7255,0,21236,123,3,12,0,1,131.262395
7256,0,0,106,15,30,0,1,117.229971
7257,0,0,65,11,52,0,1,312.0
7258,2,0,68,35,65,0,7,457.169818
7259,0,28432,118,1,59,0,2,612.300581
7260,0,65167,131,22,85,0,1,628.8
7261,0,33700,62,26,72,0,3,274.114843
7262,2,0,105,14,21,0,7,756.0
7263,0,13663,97,1,66,0,2,465.6
7264,2,0,131,4,49,0,9,628.8
7265,0,0,84,19,26,2,4,403.2
7266,0,0,82,1,13,0,2,479.312226
7267,0,65933,108,23,16,0,5,379.951464
7268,0,0,128,11,57,0,2,614.4
7269,0,28663,66,23,34,0,1,430.604489
7270,0,78092,84,34,13,0,1,344.015386
7271,0,57693,76,16,56,0,3,547.2
7272,0,19614,85,21,32,0,2,574.024018
7273,0,23235,99,28,71,0,4,587.656629
7274,0,79528,64,2,39,0,2,175.429028
7275,0,0,136,10,41,0,2,46.098963
7276,0,23253,61,20,49,0,1,292.8
7277,0,40571,100,19,56,2,2,361.788917
7278,0,60668,138,18,92,0,1,553.699596
7279,2,61776,73,9,61,3,6,343.278996
7280,0,38820,99,29,59,0,1,547.619785
7281,0,47285,63,7,3,0,1,302.4
7282,2,0,62,13,21,0,8,446.4
7283,0,78310,192,34,18,1,2,151.711475
7284,0,26222,62,23,18,0,1,297.6
7285,2,0,79,21,53,1,7,407.440238
7286,0,83926,181,31,88,0,1,124.447153
7287,0,24124,91,24,52,0,3,436.8
7288,0,28879,106,6,9,0,2,763.2
7289,0,0,112,26,27,0,1,544.250322
7290,0,12964,65,2,37,0,4,362.774545
7291,0,0,115,22,65,0,2,1251.042795
7292,0,88105,86,5,26,0,2,412.8
7293,0,66524,74,15,8,4,1,238.517525
7294,0,27398,68,4,39,1,1,326.4
7295,0,37759,108,9,51,0,5,518.4
7296,0,45743,96,15,81,0,2,673.780804
7297,0,54183,70,1,91,0,1,336.0
7298,0,46900,66,13,59,0,1,316.8
7299,0,59803,90,21,0,0,2,22.75546
7300,0,53787,104,20,77,0,1,666.092015
7301,0,35095,73,25,56,0,2,525.6
7302,0,0,67,21,60,0,5,216.196521
7303,1,0,217,14,40,1,2,1562.4
7304,0,30845,116,3,89,1,2,556.8
7305,0,23665,67,19,50,0,2,404.817249
7306,2,92107,88,7,38,0,5,16.37296
7307,0,62464,109,23,45,0,4,400.181882
7308,2,69991,65,27,44,0,7,4.619402
7309,0,23904,123,1,67,3,1,590.4
7310,0,0,96,31,34,0,1,460.8
7311,0,83894,110,6,46,0,2,82.019005
7312,0,88340,102,16,1,0,2,489.6
7313,0,0,125,6,61,0,2,900.0
7314,0,39602,64,15,59,0,2,307.2
7315,0,25905,63,21,12,0,1,302.4
7316,0,24626,108,19,3,0,2,225.971279
7317,0,59732,94,0,54,0,1,135.626867
7318,1,36898,169,14,36,1,3,811.2
7319,0,92864,123,13,60,0,1,96.338144
7320,0,0,66,6,71,2,1,433.160284
7321,0,93752,64,34,24,0,3,154.713524
7322,2,21156,89,2,32,0,8,111.836561
7323,2,67206,90,9,69,0,9,76.289123
7324,0,85654,76,8,46,0,3,46.20341
7325,0,59325,83,20,76,0,2,81.599332
7326,0,13528,86,21,35,0,3,412.8
7327,0,0,63,0,88,1,2,302.4
7328,0,0,165,12,82,1,2,1452.213743
7329,0,75333,90,15,44,1,1,289.236063
7330,2,61108,72,27,84,0,6,23.773332
7331,0,27083,73,15,58,1,1,525.6
7332,0,68997,63,3,26,0,2,206.926432
7333,0,33451,67,0,1,0,1,337.219884
7334,0,21500,115,14,44,0,1,39.292196
7335,0,26487,112,0,82,0,3,602.431489
7336,0,74713,70,20,67,0,1,336.0
7337,0,0,70,8,74,0,3,504.0
7338,0,85607,66,26,1,0,3,67.647131
7339,0,44891,83,12,75,0,6,74.803791
7340,0,89061,103,19,88,0,3,565.267705
7341,1,0,198,4,31,0,9,962.159318
7342,0,63774,111,18,63,0,1,60.036683
7343,0,93308,92,20,56,0,1,441.6
7344,0,10375,66,10,95,0,2,316.8
7345,0,85950,69,5,61,0,1,47.70723
7346,0,33402,109,7,66,0,4,71.053011
7347,0,18129,71,23,59,0,1,340.8
7348,2,0,66,29,58,0,8,711.8026
7349,2,0,65,24,45,1,4,312.0
7350,0,20396,76,15,60,1,4,364.8
7351,0,13376,108,13,75,0,4,774.714929
7352,0,32517,94,11,53,3,3,451.2
7353,0,28651,67,4,25,0,2,302.272725
7354,2,64964,66,9,84,0,5,286.967405
7355,2,34112,77,32,68,0,6,369.6
7356,0,0,108,32,49,3,1,718.383
7357,2,81145,92,34,92,0,8,321.060571
7358,0,39894,134,23,87,0,2,411.077415
7359,2,52447,90,5,57,0,7,61.585668
7360,0,0,69,31,69,2,2,496.8
7361,2,35398,71,26,41,0,7,340.8
7362,0,26239,65,11,39,0,2,312.0
7363,2,0,70,4,64,0,7,336.0
7364,0,83013,103,2,75,0,2,155.125923
7365,1,0,190,9,67,0,7,1833.182529
7366,2,86205,223,8,67,0,8,1070.4
7367,0,50414,69,25,34,0,1,331.2
7368,0,37496,65,1,36,0,2,312.0
7369,0,24224,71,7,64,0,1,511.2
7370,0,62338,92,9,61,0,4,4.216231
7371,0,63483,83,4,84,0,3,85.073541
7372,0,0,70,24,58,0,1,504.0
7373,0,38113,73,4,34,0,2,203.640251
7374,0,38676,72,24,33,0,2,146.124719
7375,0,20200,65,3,51,3,1,312.0
7376,0,29038,69,14,61,0,1,56.351667
7377,2,23179,91,11,79,0,9,436.8
7378,0,56598,88,29,29,0,2,92.966783
7379,0,0,76,11,38,0,1,547.2
7380,0,46988,195,8,69,0,1,294.762659
7381,0,20978,98,19,96,1,1,1176.2788
7382,0,0,63,5,7,0,1,453.6
7383,0,59130,117,21,7,0,2,436.533172
7384,0,31572,70,14,95,3,3,292.434826
7385,0,0,72,21,65,0,3,345.6
7386,0,32646,119,25,84,0,1,464.99983
7387,0,51791,181,10,46,1,1,422.960234
7388,0,70828,62,8,18,0,4,297.6
7389,0,40903,61,12,5,0,1,409.88696
7390,0,0,106,19,67,1,3,631.108223
7391,0,24031,66,32,37,0,3,316.8
7392,0,84927,112,27,83,0,1,537.6
7393,0,0,72,20,11,0,2,510.976913
7394,0,23893,73,19,21,0,1,186.292275
7395,0,71255,138,28,16,0,4,138.633681
7396,0,37697,112,35,8,0,1,38.403843
7397,0,33746,106,29,23,0,2,508.8
7398,2,70263,93,30,66,0,5,7.345946
7399,0,43367,118,6,20,0,1,1026.741926
7400,0,0,81,26,23,0,1,388.8
7401,0,0,66,12,20,1,4,445.19869
7402,0,11432,119,11,9,0,2,571.2
7403,0,67249,86,25,4,0,1,33.894695
7404,0,76839,68,12,85,0,3,326.4
7405,0,71210,214,8,89,1,2,1027.2
7406,0,49447,119,9,48,2,1,762.007253
7407,0,98713,65,3,91,0,2,289.894293
7408,0,26094,67,16,84,0,1,2.028223
7409,0,26990,65,9,60,1,2,297.864823
7410,0,46644,84,34,19,0,1,150.688024
7411,0,33462,72,12,9,0,1,112.425578
7412,0,66880,71,7,54,0,1,340.8
7413,0,88680,66,5,66,0,2,201.762191
7414,0,0,79,4,78,0,4,568.8
7415,0,75132,93,7,33,2,1,446.4
7416,2,0,122,15,47,0,9,650.52179
7417,0,56617,74,18,24,0,3,355.2
7418,0,75638,83,6,52,4,2,108.69654
7419,0,24982,109,20,52,4,7,523.2
7420,0,40348,83,6,56,0,1,26.314753
7421,0,24083,63,22,2,1,2,340.453606
7422,0,81538,66,3,46,0,1,272.844816
7423,0,62873,81,0,41,0,1,207.75186
7424,0,66245,145,22,58,0,2,181.501424
7425,0,0,102,22,20,0,2,734.4
7426,0,26303,165,16,47,0,1,956.589903
7427,0,58620,71,11,51,0,2,340.8
7428,0,18375,103,8,50,0,1,535.080276
7429,0,30944,92,15,46,0,1,348.216284
7430,0,59630,185,9,67,0,1,888.0
7431,0,53957,184,19,80,0,1,61.554272
7432,2,44385,97,6,31,0,7,465.6
7433,2,0,119,1,58,0,7,856.8
7434,0,25561,163,3,25,0,2,983.374985
7435,0,85956,145,0,85,0,1,510.381882
7436,0,0,61,26,79,1,1,311.404068
7437,0,37406,122,23,38,1,1,1134.960471
7438,0,39053,114,5,66,0,1,547.2
7439,0,24475,84,11,55,3,1,604.8
7440,0,92296,69,4,65,0,1,331.2
7441,0,29484,93,19,51,0,2,446.4
7442,0,0,114,19,50,0,3,820.8
7443,0,48088,94,25,73,0,4,134.828318
7444,0,21366,63,20,47,0,3,302.4
7445,0,17101,113,1,88,0,2,542.4
7446,0,0,64,3,59,0,4,460.8
7447,0,26802,66,7,43,1,5,316.8
7448,0,89025,64,32,10,0,2,179.251604
7449,0,0,104,23,76,0,1,748.8
7450,1,52228,220,29,72,1,8,1056.0
7451,0,0,126,13,91,0,1,694.357961
7452,0,0,63,11,30,0,1,344.288189
7453,0,83086,71,1,43,3,3,320.486645
7454,2,53214,91,21,76,0,3,436.8
7455,1,51643,283,16,43,0,1,1358.4
7456,0,73168,70,21,50,0,3,425.800112
7457,1,0,298,26,94,0,1,2145.6
7458,0,0,90,1,94,0,2,648.0
7459,0,61246,110,24,21,0,3,159.239518
7460,0,32762,112,26,74,0,2,326.926833
7461,0,0,69,21,54,5,3,496.8
7462,0,0,133,9,85,0,1,957.6
7463,0,0,126,12,4,0,2,604.8
7464,0,64127,71,31,19,0,2,72.862304
7465,0,0,67,9,54,0,2,308.54976
7466,0,16794,96,7,31,0,2,460.8
7467,0,31930,83,19,30,0,2,37.699658
7468,0,74918,85,13,74,0,1,314.246507
7469,0,70742,124,3,64,1,1,211.68058
7470,0,64801,64,23,19,0,2,268.471802
7471,0,48829,64,23,70,1,1,300.312635
7472,0,73853,89,7,35,0,1,427.2
7473,0,0,99,25,23,0,2,712.8
7474,0,66844,70,11,80,4,5,104.977375
7475,0,11904,61,34,11,2,3,292.8
7476,0,56869,83,25,34,3,1,269.406119
7477,0,0,67,3,54,0,1,482.4
7478,2,0,68,20,44,1,7,326.4
7479,0,59325,71,13,75,0,3,229.686659
7480,2,0,115,19,60,0,9,552.0
7481,0,0,112,30,29,1,3,806.4
7482,0,25927,103,6,20,0,1,674.973614
7483,0,0,71,31,79,0,1,493.055291
7484,0,83073,71,15,46,0,3,10.42277
7485,0,0,73,14,36,2,1,350.4
7486,0,0,87,4,4,3,1,420.041981
7487,0,0,72,17,11,1,3,345.6
7488,2,35301,74,23,68,0,7,128.643975
7489,0,21829,111,6,59,0,3,532.8
7490,2,15142,116,7,5,0,3,792.609747
7491,0,0,71,28,76,0,2,340.8
7492,0,58498,67,6,1,3,1,321.6
7493,0,64592,64,12,57,0,1,307.2
7494,0,80306,71,11,12,0,1,340.8
7495,0,29105,117,28,31,0,1,272.612048
7496,2,47137,84,5,11,0,5,161.640052
7497,0,0,62,5,54,0,1,446.4
7498,0,0,109,19,2,0,3,723.786607
7499,0,0,100,27,58,0,2,1000.850446
7500,0,66711,86,25,92,0,1,366.381387
7501,0,48943,65,17,50,0,2,105.068788
7502,0,0,71,20,48,0,1,511.2
7503,0,34807,73,8,90,0,1,472.043042
7504,2,52583,113,12,59,0,7,528.20086
7505,0,0,111,6,51,0,4,617.396701
7506,2,92589,65,29,20,0,9,312.0
7507,2,96689,103,34,80,0,5,37.802583
7508,0,0,73,28,19,0,2,525.6
7509,0,76594,122,26,9,1,1,832.453791
7510,0,83777,112,18,74,0,1,377.354191
7511,0,20954,78,15,27,0,1,534.501024
7512,0,84491,110,0,0,0,1,156.282093
7513,0,89451,63,11,2,0,1,61.769564
7514,0,85132,106,0,60,5,3,501.134524
7515,0,11193,114,2,88,0,6,820.8
7516,0,28806,61,13,90,0,1,292.8
7517,0,76184,111,23,19,0,3,532.8
7518,0,66429,136,35,93,0,1,57.712985
7519,0,43278,68,10,10,0,1,326.4
7520,0,13528,86,21,35,0,3,412.8
7521,0,74015,72,12,61,0,6,471.443077
7522,0,54507,138,20,11,0,1,702.990032
7523,0,0,119,3,52,5,2,439.352186
7524,0,72302,66,6,27,0,1,316.8
7525,0,14606,72,2,94,5,4,439.772868
7526,2,0,68,21,59,0,7,689.282166
7527,1,43406,187,6,49,0,1,897.6
7528,0,60426,62,0,97,0,2,133.284622
7529,0,26334,71,9,94,0,3,340.8
7530,0,22514,80,22,96,0,2,203.469143
7531,0,76114,88,6,97,0,1,422.4
7532,0,48791,62,27,0,3,1,69.794432
7533,2,65605,111,2,72,2,7,377.781658
7534,0,69259,63,3,30,0,1,362.51794
7535,0,0,64,16,42,1,5,460.8
7536,0,0,62,0,5,0,2,446.4
7537,0,90969,65,7,22,0,2,190.751345
7538,0,50180,77,30,93,3,1,360.499075
7539,0,41991,67,14,75,0,3,88.382536
7540,0,71391,67,29,39,0,2,284.000172
7541,2,0,61,17,1,1,7,292.8
7542,0,70725,70,2,0,0,2,336.0
7543,0,36650,69,2,70,1,1,56.60333
7544,0,54194,119,9,90,1,1,112.268583
7545,2,23554,61,12,17,0,6,142.459804
7546,0,62464,109,23,45,0,4,400.181882
7547,0,71888,115,14,33,0,4,552.0
7548,2,80846,65,9,32,0,9,227.183015
7549,0,0,67,7,84,0,5,321.6
7550,0,11432,119,11,9,0,2,571.2
7551,1,39017,170,10,4,2,3,592.85751
7552,0,0,108,7,54,0,4,777.6
7553,2,73769,61,24,84,0,6,121.654567
7554,0,58557,88,4,83,0,1,55.510526
7555,0,0,91,12,6,0,1,707.264022
7556,1,48367,161,10,34,0,2,772.8
7557,0,39718,65,1,55,2,1,366.531664
7558,0,0,96,31,64,1,3,460.8
7559,2,43358,61,2,83,0,6,400.294938
7560,0,83873,76,5,36,1,1,218.374041
7561,0,22361,95,15,42,0,2,530.667993
7562,0,70061,99,2,57,0,3,699.517349
7563,0,0,73,6,19,0,2,525.6
7564,0,65742,79,6,0,0,1,277.360797
7565,0,23665,67,19,50,0,2,404.817249
7566,0,66457,95,2,76,0,1,456.0
7567,0,82634,104,8,74,0,3,324.097433
7568,0,0,69,11,60,0,1,331.2
7569,0,0,70,24,10,0,1,425.266308
7570,0,29735,69,3,92,0,1,331.2
7571,2,61417,65,6,35,0,7,206.01822
7572,0,0,105,3,12,0,4,756.0
7573,0,43846,65,16,33,1,1,125.52458
7574,0,0,67,33,54,0,2,482.4
7575,0,33775,61,24,95,0,1,292.8
7576,0,96988,77,1,60,0,3,369.6
7577,2,0,114,26,34,0,7,820.8
7578,2,81945,68,19,45,0,9,47.451832
7579,0,0,65,24,47,0,1,27.031485
7580,1,19019,186,7,46,0,1,1003.050834
7581,0,62579,72,33,53,0,1,326.242099
7582,0,46587,119,34,74,2,2,571.2
7583,0,0,81,26,58,0,1,583.2
7584,0,0,78,15,47,0,2,561.6
7585,2,0,135,1,98,0,9,648.0
7586,2,0,66,1,61,0,9,758.460636
7587,0,29327,118,26,21,0,1,627.898468
7588,0,81081,96,32,34,1,2,206.211089
7589,0,0,106,27,89,0,1,763.2
7590,0,57222,112,3,88,1,2,297.187468
7591,2,91147,107,4,79,0,7,50.473675
7592,0,76638,73,2,55,1,1,435.189747
7593,0,29697,64,6,43,0,2,147.128736
7594,0,0,61,27,90,0,2,301.402778
7595,0,67352,181,7,80,1,1,560.947563
7596,0,23904,123,1,67,3,1,590.4
7597,2,0,88,16,28,2,7,422.4
7598,0,89953,74,3,42,0,3,274.165887
7599,2,20862,68,1,69,0,9,326.4
7600,2,47663,114,35,24,0,8,103.702555
7601,0,49564,105,8,29,0,5,661.608936
7602,0,28432,118,1,59,0,2,612.300581
7603,0,32356,117,11,35,2,2,428.490681
7604,0,55269,71,32,15,0,2,340.8
7605,0,0,116,6,78,0,3,509.513764
7606,2,76771,95,34,82,1,7,91.674854
7607,0,75648,108,28,10,0,1,112.660916
7608,0,20698,68,21,72,5,5,248.422693
7609,0,29734,63,12,86,0,2,649.83837
7610,2,43963,110,25,59,0,7,528.0
7611,0,29465,63,6,9,0,1,302.4
7612,0,24851,103,8,99,0,2,604.289428
7613,0,0,107,2,4,2,1,770.4
7614,0,11033,97,27,18,0,2,511.120131
7615,0,20495,61,7,36,0,2,292.8
7616,2,95766,68,17,62,0,5,162.557048
7617,0,0,65,22,39,0,2,655.073317
7618,0,61029,72,26,98,0,1,114.429816
7619,0,0,105,3,30,0,1,504.0
7620,0,56188,86,20,52,3,3,175.972039
7621,0,94812,70,11,40,0,1,121.025058
7622,0,0,70,28,77,1,3,336.0
7623,2,55338,116,25,54,0,7,556.8
7624,0,82477,90,1,69,0,1,432.0
7625,0,20852,73,8,6,0,1,383.789732
7626,0,0,82,22,62,0,2,296.637382
7627,0,0,83,16,75,0,1,544.217453
7628,0,0,95,14,57,2,1,456.0
7629,0,72460,85,9,76,0,1,370.018108
7630,0,76358,66,25,3,0,2,86.461582
7631,2,96306,95,12,17,1,6,185.355353
7632,0,49544,101,3,29,0,1,0.769185
7633,2,0,68,10,36,0,7,609.323227
7634,0,0,101,7,19,0,4,727.2
7635,0,63357,101,26,42,0,5,565.508572
7636,0,0,82,9,21,0,1,590.4
7637,0,23060,109,13,25,3,1,731.350857
7638,0,27781,71,33,7,0,2,340.8
7639,0,43246,62,19,89,0,1,52.435202
7640,0,14254,124,21,16,0,1,595.2
7641,0,60334,106,5,67,0,1,111.164747
7642,0,35625,65,10,56,1,3,288.572108
7643,0,54684,111,13,15,3,2,302.137164
7644,0,56228,65,4,79,0,1,276.877348
7645,0,82166,134,9,43,3,1,643.2
7646,0,30406,73,29,93,0,1,350.4
7647,0,75007,101,1,19,0,1,668.773522
7648,0,79271,62,24,63,4,1,232.753598
7649,0,0,76,2,66,0,2,364.8
7650,0,59414,140,34,56,0,2,65.022258
7651,0,44719,66,6,55,0,2,316.8
7652,0,0,129,14,93,2,1,291.744204
7653,0,21986,63,1,9,0,1,333.696228
7654,2,58480,113,6,35,1,5,542.4
7655,0,37520,74,21,30,0,2,163.576763
7656,0,50165,62,15,63,0,2,129.999138
7657,0,42961,83,24,16,0,2,398.4
7658,0,86687,80,4,82,0,3,274.159702
7659,0,0,93,2,88,0,3,41.617367
7660,2,23772,83,19,25,0,4,100.652984
7661,0,0,98,23,7,0,1,354.939043
7662,0,18241,65,17,44,0,1,151.991098
7663,0,0,65,32,88,0,1,312.0
7664,0,86650,69,7,64,2,1,323.865715
7665,0,0,137,11,73,0,1,1554.089517
7666,0,35973,159,5,97,0,2,763.2
7667,0,26262,97,6,59,0,1,465.6
7668,0,25187,121,8,79,0,1,580.8
7669,2,88081,64,35,94,0,5,82.483947
7670,0,83460,66,20,18,0,1,443.44552
7671,0,19949,74,0,99,1,3,355.2
7672,0,0,92,16,56,0,1,897.379535
7673,0,0,109,30,87,0,4,784.8
7674,0,77739,98,31,61,0,1,428.563553
7675,2,23649,122,2,69,0,6,535.606632
7676,2,68980,98,25,87,0,7,464.038577
7677,0,60010,103,4,86,0,1,494.4
7678,2,30968,74,10,89,1,8,45.425684
7679,0,0,116,2,97,0,1,556.8
7680,0,99841,65,14,30,0,1,312.0
7681,0,0,105,3,92,0,1,504.0
7682,0,32967,105,16,70,1,4,504.0
7683,0,0,125,6,61,0,2,900.0
7684,0,31794,119,12,16,0,2,571.2
7685,0,36710,94,17,56,0,1,676.8
7686,2,36267,69,21,1,0,8,263.454037
7687,2,12430,73,22,13,0,4,350.4
7688,2,93715,74,12,88,0,7,532.8
7689,0,75648,108,28,10,0,1,112.660916
7690,0,24584,66,11,74,0,2,279.706613
7691,2,36088,72,16,31,0,9,345.6
7692,2,21723,104,31,6,0,8,748.8
7693,0,63833,73,17,69,0,3,199.460544
7694,0,0,61,7,1,0,4,304.156333
7695,0,45892,81,1,49,0,1,388.8
7696,2,90263,74,17,36,0,8,355.2
7697,0,0,63,8,87,0,1,453.6
7698,0,40548,98,7,57,0,2,470.4
7699,0,0,99,15,84,0,2,831.340966
7700,0,50450,63,24,80,0,1,302.4
7701,0,0,85,4,45,0,1,612.0
7702,2,75963,69,4,23,0,7,102.147789
7703,0,32714,87,35,48,0,1,513.041633
7704,0,42790,87,10,74,0,3,290.057111
7705,0,20694,94,29,89,1,1,451.2
7706,0,25820,82,10,69,0,1,393.6
7707,0,24744,65,1,0,0,1,312.0
7708,2,0,73,35,52,3,5,350.4
7709,0,27538,63,10,6,4,3,285.843893
7710,0,81280,68,6,47,0,1,308.349562
7711,0,0,67,29,49,1,1,321.6
7712,0,0,73,14,66,0,1,350.4
7713,0,26486,128,18,5,1,2,614.4
7714,0,0,97,12,24,0,2,465.6
7715,1,0,182,4,34,0,5,1953.87972
7716,0,68331,63,23,38,0,3,302.4
7717,0,0,71,1,66,1,1,511.2
7718,0,21636,64,2,24,5,2,213.587367
7719,0,0,121,7,34,0,2,871.2
7720,0,0,133,24,46,0,2,1386.870718
7721,2,0,64,14,92,0,7,307.2
7722,0,35601,69,34,15,0,2,249.803437
7723,1,0,198,33,55,1,3,1425.6
7724,0,28558,119,14,37,4,3,797.558033
7725,0,60101,66,34,74,0,3,1.332349
7726,0,22426,76,9,31,1,1,528.391284
7727,0,30720,139,17,24,4,5,778.463303
7728,0,34161,186,5,10,3,1,892.8
7729,0,42987,77,14,48,0,1,128.490137
7730,0,0,61,21,13,0,3,292.8
7731,0,80928,132,26,27,0,1,538.545218
7732,2,86640,67,2,25,0,5,65.457366
7733,0,26714,64,17,7,1,2,307.2
7734,0,78618,66,7,56,0,1,225.578841
7735,0,0,78,22,3,0,2,732.340362
7736,0,0,126,12,4,0,2,604.8
7737,0,62977,115,34,40,0,1,552.0
7738,0,0,79,30,25,0,1,568.8
7739,0,19724,72,20,49,0,4,345.6
7740,0,27558,65,18,48,0,2,312.0
7741,0,86054,239,12,11,0,1,115.166422
7742,0,42846,81,14,42,0,4,286.142521
7743,2,57107,110,27,84,3,7,528.0
7744,2,0,119,9,8,0,3,571.2
7745,0,54314,66,13,98,0,1,282.770894
7746,0,29950,61,0,76,0,4,292.8
7747,0,24195,90,32,70,0,2,360.269404
7748,2,0,73,30,11,0,8,388.819919
7749,0,47481,116,20,39,0,1,556.8
7750,2,63354,106,16,39,0,9,508.8
7751,0,57591,66,5,74,0,2,316.8
7752,0,0,71,14,62,0,2,340.8
7753,0,34919,82,14,99,1,2,277.871312
7754,2,76879,101,20,44,0,5,487.102627
7755,0,61584,61,18,93,0,2,205.294927
7756,0,28792,185,34,20,3,1,1166.603776
7757,0,0,105,27,42,0,4,504.0
7758,0,26713,71,22,69,0,1,142.695319
7759,0,0,129,2,72,0,1,928.8
7760,0,34244,87,14,34,2,2,417.6
7761,0,25251,66,13,43,0,2,316.8
7762,0,0,68,19,53,0,3,326.4
7763,0,59848,73,5,98,1,3,131.614733
7764,0,39815,64,17,68,0,2,91.391245
7765,0,58840,86,25,44,0,1,73.27252
7766,2,97131,64,5,80,0,6,307.2
7767,0,58089,118,31,83,0,1,566.4
7768,0,0,71,7,87,0,1,340.8
7769,0,0,126,2,96,2,1,656.57161
7770,0,21808,119,0,71,0,1,571.2
7771,0,89771,114,5,83,0,2,432.409662
7772,0,36776,65,21,21,0,2,240.186527
7773,0,31213,65,0,29,0,1,312.0
7774,0,0,115,33,0,0,3,987.293841
7775,0,0,61,11,39,0,2,439.2
7776,2,0,107,13,17,0,5,513.6
7777,0,32555,68,32,72,0,2,86.912677
7778,0,0,69,15,9,0,2,496.8
7779,0,29735,69,3,92,0,1,331.2
7780,0,80590,74,26,3,0,1,97.928632
7781,0,22565,132,0,20,0,1,633.6
7782,0,54817,137,24,28,0,1,209.504391
7783,0,0,62,26,34,0,2,42.642554
7784,0,55393,74,15,6,1,3,2.173552
7785,0,0,83,12,97,0,2,597.6
7786,0,75634,110,13,52,0,2,432.805382
7787,0,62464,109,23,45,0,4,400.181882
7788,2,72648,61,0,78,0,5,120.850664
7789,0,77167,66,15,99,0,3,137.086695
7790,2,56980,84,33,70,0,7,599.000883
7791,0,27444,66,21,88,0,3,313.931213
7792,2,57289,86,21,88,0,3,562.224942
7793,2,84091,105,18,48,0,9,380.560266
7794,0,0,67,33,21,2,1,806.180375
7795,2,59590,136,15,67,0,5,460.266881
7796,0,89672,72,7,92,0,1,309.568636
7797,0,96535,66,11,85,0,3,271.074379
7798,0,25575,117,10,41,0,2,561.6
7799,0,38910,78,3,78,0,2,20.209679
7800,0,39426,114,33,12,0,1,412.884282
7801,0,28304,91,10,30,2,1,655.2
7802,2,52210,80,6,74,0,9,384.0
7803,0,0,102,20,46,0,3,273.945412
7804,0,94851,104,6,33,0,3,190.998822
7805,0,0,67,16,92,0,1,399.0564
7806,0,18608,71,13,24,0,1,340.8
7807,2,41025,92,22,92,0,6,20.374393
7808,0,71449,102,17,7,0,2,734.4
7809,2,92653,83,15,80,1,6,456.519419
7810,0,33190,106,18,95,0,2,508.8
7811,2,24290,82,15,84,0,8,393.6
7812,2,22571,63,29,51,0,9,302.4
7813,2,26409,71,30,70,0,5,475.166267
7814,2,21616,93,4,41,0,7,944.854655
7815,0,36463,92,8,25,0,3,441.6
7816,1,14290,271,20,40,0,1,1300.8
7817,2,34645,69,1,2,3,5,220.446667
7818,0,67001,131,7,36,0,1,463.425687
7819,0,96200,107,9,45,0,3,513.6
7820,0,69241,93,2,63,0,3,111.250449
7821,0,55843,64,3,80,0,2,307.2
7822,0,20305,76,14,63,1,2,496.477418
7823,0,0,68,10,81,0,1,489.6
7824,2,44329,112,25,58,0,3,537.6
7825,0,44279,61,32,7,0,3,292.8
7826,0,0,87,4,4,3,1,420.041981
7827,2,34695,113,1,60,0,5,100.323765
7828,2,79297,64,34,64,0,6,72.760316
7829,0,0,62,29,72,0,1,297.6
7830,0,84183,72,29,86,0,4,255.565349
7831,0,53375,79,20,92,0,2,127.322656
7832,2,32046,127,28,23,0,4,475.599472
7833,2,91393,67,19,54,0,6,460.551521
7834,0,76731,64,2,68,0,1,201.455005
7835,0,82081,249,1,62,0,2,753.760098
7836,0,51337,88,3,70,0,1,72.543171
7837,0,74015,72,12,61,0,6,471.443077
7838,0,0,117,10,37,0,1,842.4
7839,0,0,77,19,17,0,1,554.4
7840,0,68849,67,9,67,0,2,252.699037
7841,0,37376,99,34,52,0,3,65.548725
7842,0,0,64,12,25,0,1,621.968062
7843,0,62464,109,23,45,0,4,400.181882
7844,0,88304,95,2,17,0,2,276.467811
7845,0,0,112,11,9,0,2,682.422936
7846,0,65900,62,17,41,0,2,297.6
7847,2,0,67,27,71,0,6,321.6
7848,0,61374,113,5,27,0,3,210.100003
7849,0,0,110,1,53,1,2,528.0
7850,0,31841,78,24,11,0,1,126.857228
